Track Name,Artist Name(s),Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence
Culo,"Pitbull,Lil Jon",0.858,0.656,0.358,0.114,0.0,0.141,0.969
Rabiosa (feat. Pitbull),"Shakira,Pitbull",0.834,0.823,0.114,0.062,0.0,0.185,0.763
Rakata,Wisin & Yandel,0.872,0.786,0.142,0.0348,0.0,0.0776,0.722
MEMORIAS,"Mora,JHAYCO",0.771,0.707,0.055,0.389,0.0,0.0745,0.317
Huapangos Perros,La Zenda Norteña,0.489,0.902,0.0845,0.213,0.0541,0.12,0.899
Sientate en Ese Deo,El Alfa,0.867,0.814,0.107,0.299,0.68,0.0996,0.394
Tú,Los Elegantes de Jerez,0.767,0.701,0.0269,0.62,0.0295,0.166,0.888
Agua (with J Balvin),"Tainy,J Balvin",0.778,0.651,0.266,0.167,0.0,0.177,0.569
Como Llora,Juanfran,0.827,0.629,0.185,0.183,0.0,0.084,0.486
Que Nadie Sepa Mi Sufrir,"La Sonora Dinamita,Margarita",0.669,0.824,0.0514,0.36,8.84e-05,0.124,0.9
Fiesta Cumbiambera,Aniceto Molina,0.871,0.67,0.0538,0.129,1.9e-05,0.239,0.962
Se baila así,Los Tigrillos,0.745,0.873,0.0885,0.18,1.14e-05,0.0831,0.962
Cumbia Caliente,Fito Olivares y Su Grupo,0.77,0.525,0.0589,0.114,1.41e-05,0.0487,0.935
Muevelo Muevelo,Massore,0.754,0.817,0.0389,0.243,2.32e-06,0.0677,0.721
Cumbia Del Sol,Control,0.818,0.774,0.043,0.2,0.000115,0.185,0.784
El Tao Tao,Tropical Del Bravo,0.808,0.671,0.049,0.0376,0.000139,0.109,0.902
Cumbia Morena,Control,0.826,0.712,0.0403,0.196,5.27e-06,0.297,0.968
La Cobra,Fito Olivares y Su Grupo,0.661,0.645,0.0567,0.0859,0.0862,0.1,0.833
Agüita De Melón,Fito Olivares y Su Grupo,0.707,0.787,0.196,0.183,0.0,0.136,0.956
La Chica Sexy,Los Tucanes De Tijuana,0.834,0.862,0.0506,0.0838,0.0,0.261,0.971
La Puerta Negra,Los Tigres Del Norte,0.698,0.54,0.0331,0.315,2.25e-06,0.288,0.969
El Baile del Gorila,Massore,0.655,0.629,0.0496,0.353,0.15,0.193,0.961
La Inconforme - Sonidera,Grupo G,0.895,0.677,0.0446,0.15,0.00199,0.142,0.614
El Tao Tao,Anexo,0.746,0.799,0.0378,0.449,0.000389,0.0339,0.903
¿Y Todo Para Qué?,Intocable,0.694,0.637,0.0274,0.336,5.4e-05,0.322,0.782
Secreto De Amor,Joan Sebastian,0.569,0.483,0.0421,0.76,4.75e-05,0.106,0.624
La Camisa Negra,Juanes,0.751,0.731,0.0308,0.0838,0.0,0.0556,0.973
Payaso de rodeo,Caballo Dorado,0.682,0.844,0.036,0.0319,0.00162,0.0536,0.891
TKN (feat. Travis Scott),"ROSALÍA,Travis Scott",0.776,0.509,0.467,0.192,1.49e-06,0.115,0.485
"Ptazeta: Bzrp Music Sessions, Vol. 45","Bizarrap,Ptazeta",0.829,0.81,0.144,0.0424,0.0,0.0748,0.707
Chu Chu Pamela,El Alfa,0.893,0.871,0.0734,0.0718,0.5,0.056,0.792
I Like It,"Cardi B,Bad Bunny,J Balvin",0.816,0.726,0.129,0.099,0.0,0.372,0.65
Yonaguni,Bad Bunny,0.644,0.648,0.118,0.276,0.0,0.135,0.44
Ojitos Lindos,"Bad Bunny,Bomba Estéreo",0.647,0.686,0.0413,0.08,1.34e-06,0.528,0.268
Amor Prohibido,Selena,0.681,0.504,0.0284,0.672,0.0,0.142,0.706
Monastery,"Ryan Castro,Feid",0.811,0.5,0.0976,0.104,0.0,0.372,0.789
Quien TV Remix,"Blessd,Ryan Castro",0.764,0.847,0.0518,0.0301,0.00246,0.166,0.961
Instagram,Blessd,0.801,0.563,0.223,0.264,0.00115,0.192,0.967
P FKN R,"Bad Bunny,Kendo Kaponi,Arcángel",0.82,0.635,0.0772,0.409,0.0,0.244,0.528
Rakata,Arca,0.581,0.844,0.0595,0.0855,0.0,0.224,0.546
Sientate en Ese Deo,El Alfa,0.883,0.828,0.106,0.3,0.439,0.0867,0.433
Cumbia Caliente,Fito Olivares y Su Grupo,0.77,0.525,0.0589,0.114,1.41e-05,0.0487,0.935
"Muevelo,muevelo",Massore,0.76,0.817,0.0394,0.24,0.0,0.0724,0.726
La Chona,Los Tucanes De Tijuana,0.844,0.717,0.0392,0.00966,0.0,0.344,0.965
Dile,Don Omar,0.822,0.713,0.122,0.186,0.00013,0.0431,0.714
Tiroteo - Remix,"Marc Seguí,Rauw Alejandro,Pol Granch",0.75,0.522,0.0293,0.282,0.0,0.0743,0.601
Vida de Rico,Camilo,0.824,0.457,0.0543,0.167,0.0,0.041,0.95
Medialuna,Camilo,0.818,0.201,0.0456,0.832,0.0,0.105,0.769
This City,Sam Fischer,0.605,0.377,0.0443,0.733,0.0,0.0808,0.519
Miel,Lauri Garcia,0.801,0.401,0.0491,0.909,0.0,0.158,0.595
ojitos caramelo,Gala Nell,0.63,0.295,0.391,0.894,0.0,0.243,0.502
Ojos Marrones,Lasso,0.809,0.649,0.0416,0.0407,0.0,0.145,0.72
for good (feat. RENEE),"Danny Schiller,RENEE",0.61,0.402,0.0565,0.81,0.0,0.129,0.284
Holiday (with Jonas Brothers),"Jimmy Fallon,Jonas Brothers",0.758,0.885,0.047,0.0101,1.93e-06,0.0212,0.944
Leave Before You Love Me (with Jonas Brothers),"Marshmello,Jonas Brothers",0.721,0.738,0.0403,0.00226,4.41e-06,0.118,0.637
Slow Motion,"Marshmello,Jonas Brothers",0.713,0.557,0.0298,0.0196,0.0,0.0755,0.597
Sucker,Jonas Brothers,0.842,0.734,0.0588,0.0427,0.0,0.106,0.952
What A Man Gotta Do,Jonas Brothers,0.853,0.696,0.0633,0.00852,1e-06,0.0773,0.324
I Dare You,"Rascal Flatts,Jonas Brothers",0.596,0.814,0.0303,0.00161,1.1e-05,0.166,0.32
Waffle House,Jonas Brothers,0.719,0.756,0.0356,0.0272,0.0,0.191,0.863
Only Human,Jonas Brothers,0.795,0.496,0.0721,0.107,0.0,0.0645,0.873
Burnin' Up,Jonas Brothers,0.667,0.954,0.0817,0.0296,0.0,0.331,0.807
Healing (Shattered Heart),"Kygo,Jonas Brothers",0.666,0.69,0.0583,0.0853,8.58e-06,0.0775,0.273
Summer Baby,Jonas Brothers,0.84,0.721,0.0387,0.0581,3.42e-06,0.0703,0.971
Do It Like That,"TOMORROW X TOGETHER,Jonas Brothers",0.776,0.92,0.0548,0.0103,0.0,0.325,0.842
I Believe,Jonas Brothers,0.749,0.773,0.12,0.0873,1.11e-05,0.11,0.356
Strong Enough (feat. Bailey Zimmerman),"Jonas Brothers,Bailey Zimmerman",0.765,0.814,0.0626,0.191,0.0,0.0485,0.557
Vacation Eyes,Jonas Brothers,0.613,0.707,0.0458,0.0643,0.0,0.137,0.764
When You Look Me In The Eyes,Jonas Brothers,0.399,0.767,0.0328,0.0242,0.0,0.306,0.507
Cool,Jonas Brothers,0.683,0.598,0.0424,0.00873,0.0,0.156,0.624
Lovebug,Jonas Brothers,0.597,0.5,0.0579,0.127,0.0,0.214,0.522
Wings,Jonas Brothers,0.7,0.728,0.0418,0.129,0.0,0.12,0.3
S.O.S.,Jonas Brothers,0.584,0.696,0.0694,0.000728,0.0,0.184,0.699
Remember This,Jonas Brothers,0.669,0.629,0.0803,0.217,0.0,0.366,0.294
Runaway,"Sebastian Yatra,Daddy Yankee,NATTI NATASHA,Jonas Brothers",0.756,0.851,0.0675,0.0336,0.0,0.126,0.934
Montana Sky,Jonas Brothers,0.752,0.839,0.0746,0.0363,0.0,0.102,0.777
Year 3000,Jonas Brothers,0.622,0.919,0.0651,0.0163,6.87e-06,0.523,0.81
Rollercoaster,Jonas Brothers,0.697,0.581,0.0451,0.0584,0.0,0.393,0.467
Who's In Your Head,Jonas Brothers,0.704,0.778,0.0971,0.00447,0.0,0.0731,0.821
Celebrate!,Jonas Brothers,0.734,0.827,0.158,0.021,0.0,0.106,0.868
X (with KAROL G),"Jonas Brothers,KAROL G",0.715,0.827,0.0617,0.0485,3.61e-05,0.321,0.75
Lonely (with Jonas Brothers),"Diplo,Jonas Brothers",0.739,0.717,0.0565,0.0611,0.0,0.206,0.529
Hold On,Jonas Brothers,0.468,0.892,0.132,0.00399,0.0,0.368,0.817
Hesitate,Jonas Brothers,0.623,0.486,0.0319,0.227,0.0,0.0889,0.238
Fly With Me,Jonas Brothers,0.481,0.926,0.0576,0.00561,0.0,0.119,0.523
Five More Minutes,Jonas Brothers,0.836,0.304,0.0666,0.305,0.0,0.0979,0.688
That's Just The Way We Roll,Jonas Brothers,0.558,0.855,0.0386,0.0048,1.98e-06,0.123,0.768
Shelf,Jonas Brothers,0.566,0.758,0.0358,0.00116,8.03e-06,0.329,0.502
Paranoid,Jonas Brothers,0.636,0.85,0.0409,0.00121,0.0,0.129,0.75
Selfish,"Nick Jonas,Jonas Brothers",0.65,0.714,0.0274,0.124,0.0,0.095,0.427
Goodnight and Goodbye,Jonas Brothers,0.63,0.928,0.0715,0.0511,0.0,0.163,0.594
Tonight,Jonas Brothers,0.464,0.954,0.083,0.000528,3.18e-05,0.313,0.758
Much Better,Jonas Brothers,0.656,0.835,0.0396,0.000604,0.00449,0.317,0.736
L.A. Baby (Where Dreams Are Made Of),Jonas Brothers,0.344,0.882,0.0577,0.00485,0.0,0.338,0.344
Still In Love With You,Jonas Brothers,0.535,0.94,0.0514,0.000199,0.0,0.12,0.713
Greenlight - From Songland,Jonas Brothers,0.741,0.546,0.0713,0.0369,0.0,0.0733,0.689
Before The Storm - featuring Miley Cyrus,"Jonas Brothers,Miley Cyrus",0.401,0.715,0.0379,0.00582,0.0,0.117,0.327
Pushin' Me Away,Jonas Brothers,0.473,0.903,0.0679,0.0141,1.11e-06,0.195,0.452
Your Biggest Fan,"Jonas Brothers,China Anne McClain",0.723,0.62,0.0685,0.0389,0.0,0.263,0.844
Year 3000 2.0,"Busted,Jonas Brothers",0.572,0.956,0.0824,0.00863,0.0,0.545,0.695
World War III,Jonas Brothers,0.616,0.87,0.0431,0.00685,0.0,0.146,0.858
BB Good,Jonas Brothers,0.656,0.901,0.0398,0.0298,0.00014,0.0546,0.892
Hey You,Jonas Brothers,0.495,0.85,0.0504,0.00376,0.0,0.111,0.605
Imaginaste,"JHAYCO,Tainy",0.77,0.661,0.24,0.113,0.0,0.299,0.578
Relación - Remix,"Sech,Daddy Yankee,J Balvin,ROSALÍA,Farruko",0.793,0.771,0.0959,0.0337,1.51e-06,0.284,0.835
No Me Conoce - Remix,"JHAYCO,J Balvin,Bad Bunny",0.806,0.786,0.0741,0.145,0.0,0.0935,0.58
MOJAITA,"J Balvin,Bad Bunny",0.449,0.843,0.0992,0.0171,0.0,0.377,0.889
Tú Foto,Ozuna,0.748,0.565,0.0476,0.164,0.00169,0.103,0.812
No Te Veo - Digital Single,Casa De Leones,0.847,0.873,0.0804,0.0558,3.21e-06,0.325,0.966
Me Niego (feat. Ozuna & Wisin),"Reik,Ozuna,Wisin",0.777,0.782,0.0907,0.0505,0.0,0.64,0.773
Taxi,"Mariah Angeliq,Guaynaa",0.727,0.796,0.125,0.0627,0.0,0.166,0.701
AM Remix,"Nio Garcia,J Balvin,Bad Bunny",0.743,0.655,0.159,0.114,0.0,0.0764,0.785
Cuando Bebe,"JHAYCO,Rafa Pabön",0.821,0.72,0.0566,0.0694,0.0,0.0838,0.795
Sexo Virtual,Rauw Alejandro,0.704,0.739,0.112,0.328,1.93e-05,0.0856,0.425
Dile Que Tu Me Quieres - Remix,"Ozuna,Yandel",0.703,0.73,0.0604,0.104,1.04e-06,0.0567,0.87
2/Catorce,"Rauw Alejandro,Mr. Naisgai",0.768,0.56,0.0859,0.709,0.000791,0.115,0.372
Corazon De Seda (feat. Ozuna),"Klasico,Ozuna",0.841,0.694,0.0937,0.0759,0.0,0.102,0.83
F40,J Balvin,0.576,0.577,0.303,0.0616,2.03e-06,0.682,0.681
Vete,Bad Bunny,0.886,0.672,0.188,0.0363,8.78e-06,0.101,0.526
Ahora Es,Wisin & Yandel,0.821,0.776,0.109,0.104,0.0,0.443,0.705
Noche de Travesura,Héctor El Father,0.826,0.532,0.238,0.292,0.0,0.075,0.45
Si No Le Contesto,Plan B,0.846,0.747,0.0533,0.0947,0.0,0.159,0.517
La Rompe Corazones,"Daddy Yankee,Ozuna",0.685,0.859,0.0553,0.116,0.0,0.317,0.891
"Lo Que Pasó, Pasó",Daddy Yankee,0.816,0.747,0.0411,0.102,0.0,0.263,0.848
Rakata,Wisin & Yandel,0.872,0.786,0.142,0.0348,0.0,0.0776,0.722
Medallo,"Blessd,Justin Quiles,Lenny Tavárez",0.787,0.7,0.0768,0.568,0.00051,0.663,0.791
Borracho,"Sech,DJ Khaled",0.787,0.748,0.0797,0.571,0.0,0.214,0.703
AMARGURA,KAROL G,0.912,0.7,0.068,0.163,0.0,0.174,0.535
CLASSY 101,"Feid,Young Miko",0.859,0.658,0.159,0.145,0.0,0.12,0.672
WHERE SHE GOES,Bad Bunny,0.652,0.8,0.0614,0.143,0.629,0.112,0.234
Yandel 150,"Yandel,Feid",0.783,0.729,0.0691,0.0492,0.000272,0.1,0.58
LALA,Myke Towers,0.708,0.737,0.0436,0.0739,0.00162,0.0955,0.607
Chulo pt.2,"Bad Gyal,Tokischa,Young Miko",0.852,0.881,0.126,0.0602,6.44e-06,0.0682,0.556
Coco Chanel,"Eladio Carrion,Bad Bunny",0.863,0.706,0.103,0.143,4.43e-05,0.0786,0.686
MOJABI GHOST,"Tainy,Bad Bunny",0.782,0.787,0.0334,0.0125,5.97e-05,0.112,0.533
Corazón Roto - Remix,"Brray,JHAYCO,Ryan Castro",0.843,0.794,0.0426,0.226,1.22e-06,0.25,0.796
El Cielo,"Sky Rompiendo,Feid,Myke Towers",0.715,0.642,0.0515,0.0687,0.0,0.0997,0.169
La Jumpa,"Arcángel,Bad Bunny",0.713,0.703,0.194,0.298,0.0,0.321,0.576
Dile,Don Omar,0.822,0.713,0.122,0.186,0.00013,0.0431,0.714
"Lo Que Pasó, Pasó",Daddy Yankee,0.819,0.741,0.0412,0.104,0.0,0.283,0.84
Pa' Que Retozen,Tego Calderón,0.815,0.856,0.122,0.4,8.34e-05,0.244,0.872
Tu Príncipe,"Daddy Yankee,Zion & Lennox",0.77,0.804,0.0623,0.16,1e-05,0.193,0.568
Dale Don Dale,Don Omar,0.831,0.818,0.0824,0.0245,0.000319,0.0892,0.819
Como La Flor,Selena,0.632,0.75,0.0358,0.162,1.64e-05,0.368,0.87
Amor Prohibido,Selena,0.681,0.504,0.0284,0.672,0.0,0.142,0.706
El Chico Del Apartamento 512,Selena,0.762,0.654,0.0335,0.481,2.81e-06,0.0791,0.924
La Camisa Negra,Juanes,0.751,0.731,0.0308,0.0838,0.0,0.0556,0.973
Gasolina,Daddy Yankee,0.852,0.797,0.0614,0.322,2.69e-06,0.0845,0.741
Hips Don't Lie (feat. Wyclef Jean),"Shakira,Wyclef Jean",0.778,0.824,0.0707,0.284,0.0,0.405,0.758
TQG,"KAROL G,Shakira",0.839,0.65,0.212,0.666,0.0,0.126,0.7
Mi Gente,"J Balvin,Willy William",0.548,0.703,0.0772,0.0168,2.38e-05,0.143,0.286
I Like It,"Cardi B,Bad Bunny,J Balvin",0.816,0.726,0.129,0.099,0.0,0.372,0.65
S91,KAROL G,0.644,0.711,0.377,0.632,1.91e-05,0.0898,0.381
Columbia,Quevedo,0.668,0.712,0.0381,0.369,2.13e-05,0.108,0.264
Propuesta Indecente,Romeo Santos,0.757,0.632,0.0549,0.499,0.0,0.0723,0.742
Ahora Te Puedes Marchar,Luis Miguel,0.78,0.877,0.0427,0.148,2.36e-06,0.0627,0.909
Ella Baila Sola,"Eslabon Armado,Peso Pluma",0.668,0.758,0.0332,0.483,1.89e-05,0.0837,0.834
Tití Me Preguntó,Bad Bunny,0.65,0.715,0.253,0.0993,0.000291,0.126,0.187
Hasta el Amanecer,Nicky Jam,0.831,0.609,0.0384,0.282,0.0,0.0761,0.589
La Negra Tiene Tumbao,Celia Cruz,0.795,0.848,0.0498,0.0322,3.11e-05,0.192,0.961
Darte un Beso,Prince Royce,0.757,0.711,0.0349,0.36,0.0,0.121,0.817
Niña Bonita,Chino & Nacho,0.676,0.91,0.132,0.257,0.0,0.153,0.716
Si No Le Contesto,Plan B,0.846,0.747,0.0533,0.0947,0.0,0.159,0.517
Corazón Sin Cara,Prince Royce,0.704,0.83,0.0297,0.0489,0.0,0.111,0.957
Me Porto Bonito,"Bad Bunny,Chencho Corleone",0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425
Candy,Plan B,0.897,0.864,0.147,0.252,0.0,0.517,0.542
Holanda,JHAYCO,0.831,0.759,0.0502,0.277,0.0,0.125,0.244
CUANDO BAJE EL SOL,Rauw Alejandro,0.794,0.756,0.0641,0.327,0.0,0.334,0.568
Diosa,Myke Towers,0.801,0.745,0.063,0.398,0.00603,0.153,0.245
TULUM,"Peso Pluma,Grupo Frontera",0.557,0.866,0.0503,0.394,0.0,0.11,0.631
CHANEL,"Becky G,Peso Pluma",0.852,0.675,0.0363,0.397,0.00317,0.0905,0.528
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Bizarrap,Rauw Alejandro",0.774,0.572,0.0506,0.3,0.00326,0.315,0.489
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap,Peso Pluma",0.785,0.726,0.0372,0.146,0.0,0.0952,0.622
LOKERA,"Rauw Alejandro,Lyanno,Brray",0.836,0.826,0.0461,0.213,6.03e-06,0.0814,0.579
K-POP,"Travis Scott,Bad Bunny,The Weeknd",0.814,0.618,0.0619,0.0386,3.34e-06,0.671,0.535
DE CAROLINA,"Rauw Alejandro,Playero",0.795,0.958,0.116,0.17,1.34e-06,0.251,0.927
RON COLA,"Rauw Alejandro,Subelo NEO",0.739,0.682,0.0972,0.417,3.95e-05,0.105,0.476
Malas Decisiones,Kenia OS,0.812,0.791,0.0279,0.0474,9.08e-05,0.305,0.635
Loba,Shakira,0.853,0.706,0.0451,0.403,0.046,0.0751,0.778
PLEBADA,"El Alfa,Peso Pluma,Chael Produciendo",0.848,0.976,0.0799,0.286,0.000801,0.349,0.767
WATATI (feat. Aldo Ranks) [From Barbie The Album],"KAROL G,Aldo Ranks",0.893,0.851,0.0979,0.145,6.49e-05,0.319,0.959
Muñekita (with El Alfa & JT),"Kali Uchis,El Alfa,JT",0.784,0.819,0.168,0.0663,0.000896,0.292,0.546
Efecto,Bad Bunny,0.801,0.475,0.0516,0.141,1.73e-05,0.0639,0.234
Moscow Mule,Bad Bunny,0.804,0.674,0.0333,0.294,1.18e-06,0.115,0.292
Ojitos Lindos,"Bad Bunny,Bomba Estéreo",0.647,0.686,0.0413,0.08,1.34e-06,0.528,0.268
Me Fui de Vacaciones,Bad Bunny,0.714,0.645,0.0514,0.229,0.00083,0.0942,0.434
"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap,Shakira",0.842,0.745,0.0399,0.281,2.61e-05,0.118,0.53
DESPECHÁ,ROSALÍA,0.914,0.622,0.0892,0.146,1.68e-05,0.0632,0.77
P FKN R,"Bad Bunny,Kendo Kaponi,Arcángel",0.82,0.635,0.0772,0.409,0.0,0.244,0.528
El Apagón,Bad Bunny,0.629,0.698,0.308,0.0509,0.00166,0.0909,0.599
De Los Besos Que Te Di,Christian Nodal,0.504,0.503,0.0422,0.388,0.0,0.0608,0.709
No Te Contaron Mal,Christian Nodal,0.644,0.568,0.038,0.369,0.0,0.151,0.654
Dime Cómo Quieres,"Christian Nodal,Ángela Aguilar",0.839,0.667,0.031,0.322,0.0,0.244,0.878
Probablemente,Christian Nodal,0.589,0.49,0.0302,0.393,0.0,0.118,0.604
Adiós Amor,Christian Nodal,0.433,0.431,0.0367,0.169,0.0,0.307,0.722
"Ni Contigo, Ni Sin Ti","Los Ángeles Azules,Pepe Aguilar",0.581,0.52,0.0298,0.381,0.0,0.322,0.642
17 Años,Los Ángeles Azules,0.728,0.555,0.039,0.365,0.0,0.0893,0.832
Baila Esta Cumbia,Selena,0.711,0.801,0.125,0.517,8.37e-06,0.0987,0.78
Bidi Bidi Bom Bom,Selena,0.573,0.721,0.0388,0.102,3.38e-05,0.204,0.93
Juana La Cubana,Fito Olivares y Su Grupo,0.467,0.619,0.0359,0.763,0.00545,0.181,0.826
"Tao, Tao",Control,0.854,0.848,0.041,0.234,6.66e-05,0.0294,0.949
La Chona,Los Tucanes De Tijuana,0.84,0.713,0.0399,0.0167,0.0,0.359,0.965
El Baile del Beeper - Version Mexico,Oro Solido,0.759,0.886,0.104,0.106,5.2e-06,0.273,0.778
Fireball (feat. John Ryan),"Pitbull,John Ryan",0.761,0.933,0.056,0.0908,8.53e-05,0.0607,0.836
Danza Kuduro,"Don Omar,Lucenzo",0.4,0.915,0.279,0.083,0.0,0.0503,0.871
Vamos a la Playa,Loona,0.698,0.963,0.0496,0.106,0.0,0.419,0.847
MAÑANA SERÁ BONITO,"KAROL G,Carla Morrison",0.77,0.718,0.093,0.484,3.41e-05,0.326,0.259
"Lo Que Pasó, Pasó",Daddy Yankee,0.816,0.747,0.0411,0.102,0.0,0.263,0.848
Bichiyal,"Bad Bunny,Yaviah",0.737,0.766,0.0458,0.31,6.63e-06,0.114,0.662
Que Nadie Sepa Mi Sufrir,"La Sonora Dinamita,Margarita",0.669,0.824,0.0514,0.36,8.84e-05,0.124,0.9
Perro que Ladra,Marie Cherry,0.845,0.95,0.0521,0.0269,3.52e-05,0.216,0.964
Maps,Maroon 5,0.742,0.713,0.0303,0.0205,0.0,0.059,0.879
Just the Way You Are,Bruno Mars,0.635,0.841,0.0422,0.0134,0.0,0.0622,0.424
Thunder,Imagine Dragons,0.604,0.822,0.0438,0.00672,0.134,0.147,0.288
Location,Khalid,0.736,0.449,0.425,0.33,0.000162,0.0898,0.326
My Way,Calvin Harris,0.818,0.913,0.0426,0.093,3.69e-05,0.161,0.536
CUFF IT,Beyoncé,0.78,0.689,0.141,0.0368,9.69e-06,0.0698,0.642
Candy,Plan B,0.897,0.864,0.147,0.252,0.0,0.517,0.542
BREAK MY SOUL,Beyoncé,0.693,0.887,0.0795,0.0581,2.71e-06,0.27,0.864
ENERGY (feat. Beam),"Beyoncé,BEAM",0.903,0.519,0.26,0.281,0.000106,0.155,0.587
HEATED,Beyoncé,0.785,0.732,0.164,0.0636,0.000807,0.265,0.496
COZY,Beyoncé,0.556,0.63,0.102,0.000828,0.00468,0.155,0.367
I'M THAT GIRL,Beyoncé,0.554,0.535,0.186,0.0616,1.32e-05,0.124,0.136
Me Porto Bonito,"Bad Bunny,Chencho Corleone",0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425
Super Freaky Girl - Roman Remix,Nicki Minaj,0.946,0.885,0.226,0.0616,5.04e-05,0.336,0.907
Tití Me Preguntó,Bad Bunny,0.65,0.715,0.253,0.0993,0.000291,0.126,0.187
No Me Trates de Engañar (feat. Aneudy),"A. Nova,Aneudy",0.709,0.917,0.0466,0.265,0.011,0.195,0.964
"Jumpin', Jumpin'",Destiny's Child,0.771,0.685,0.0567,0.00543,0.00157,0.0537,0.683
Andrea,"Bad Bunny,Buscabulla",0.797,0.616,0.375,0.762,0.000293,0.0979,0.451
Low (feat. T-Pain),"Flo Rida,T-Pain",0.918,0.609,0.0791,0.0928,0.0,0.139,0.304
Khé?,"Rauw Alejandro,Romeo Santos",0.687,0.627,0.181,0.326,0.0,0.0893,0.47
LUNA,"Feid,ATL Jacob",0.774,0.86,0.13,0.131,0.0,0.116,0.446
Si Antes Te Hubiera Conocido,KAROL G,0.924,0.668,0.0469,0.446,0.000594,0.0678,0.787
offline,"Young Miko,Feid",0.794,0.729,0.111,0.181,0.0,0.105,0.54
SE ME OLVIDA,"Maisak,Feid",0.786,0.707,0.0635,0.0399,0.0,0.121,0.691
UWAIE,Kapo,0.705,0.783,0.0403,0.138,0.0,0.0984,0.454
Santa,"Rvssian,Rauw Alejandro,Ayra Starr",0.725,0.709,0.129,0.321,0.000189,0.114,0.648
Hasta Aquí Llegué,"Nanpa Básico,Beéle",0.641,0.657,0.218,0.538,0.0,0.106,0.411
Qué Pasaría...,"Rauw Alejandro,Bad Bunny",0.794,0.78,0.127,0.444,0.000276,0.105,0.329
EL CLúB,Bad Bunny,0.516,0.611,0.0555,0.458,5.34e-05,0.113,0.261
+57,"KAROL G,Feid,DFZM,Ovy On The Drums,J Balvin,Maluma,Ryan Castro,Blessd",0.848,0.712,0.0981,0.221,0.0,0.106,0.692
KINTSUGI,HUMBE,0.373,0.464,0.256,0.86,0.0135,0.127,0.301
Q U E V A S H A C E R H O Y ?,"Omar Courtz,De La Rose",0.56,0.681,0.244,0.103,0.0,0.106,0.388
Ohnana,Kapo,0.775,0.581,0.108,0.617,8.33e-06,0.0957,0.658
DEGENERE 👑 (feat. benny blanco),"Myke Towers,benny blanco",0.744,0.709,0.284,0.0501,0.0,0.0847,0.712
"Young Miko: Bzrp Music Sessions, Vol. 58","Bizarrap,Young Miko",0.566,0.614,0.144,0.494,0.0,0.116,0.439
¿Cómo Pasó?,Ela Taubert,0.705,0.743,0.0536,0.0294,0.0,0.101,0.443
PERRO NEGRO,"Bad Bunny,Feid",0.911,0.778,0.262,0.0887,2.16e-05,0.179,0.345
En Otra Vida,"Yami Safdie,Lasso",0.459,0.162,0.0425,0.929,0.0,0.137,0.483
WYA REMIX RED,"J Abdiel,De La Rose,Yan Block,iZaak,Jay Wheeler",0.733,0.527,0.0486,0.364,0.0,0.0999,0.371
Imagínate,"Danny Ocean,Kapo",0.779,0.737,0.109,0.134,0.0,0.0974,0.445
Brickell,"Feid,Yandel",0.805,0.89,0.0634,0.0704,0.0,0.121,0.489
Te Regalo,"Rels B,J Abecia",0.613,0.522,0.117,0.394,0.0,0.163,0.511
Doblexxó,"J Balvin,Feid",0.789,0.774,0.0676,0.0295,0.0,0.121,0.817
Cuando Te Vi | CROSSOVER #5,"Big One,Maria Becerra,Trueno",0.81,0.767,0.053,0.162,0.0,0.0957,0.654
Una Vida Pasada,"Camilo,Carin Leon",0.768,0.679,0.0411,0.656,3.66e-05,0.143,0.948
QLONA,"KAROL G,Peso Pluma",0.841,0.738,0.307,0.52,0.0,0.0892,0.484
LA FALDA,Myke Towers,0.8,0.738,0.0691,0.372,0.00877,0.19,0.267
Frente al Mar,Beéle,0.75,0.682,0.0945,0.168,1.28e-06,0.112,0.618
Soltera,Shakira,0.841,0.752,0.105,0.167,0.00046,0.949,0.67
Piel,"Tiago PZK,Ke Personajes",0.646,0.907,0.0593,0.422,0.0,0.14,0.816
Perdonarte ¿Para Qué?,"Los Ángeles Azules,Emilia",0.672,0.701,0.0315,0.171,0.0,0.0473,0.619
Según Quién,"Maluma,Carin Leon",0.909,0.762,0.0643,0.434,0.0,0.0856,0.843
Columbia,Quevedo,0.668,0.712,0.0381,0.369,2.13e-05,0.108,0.264
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis,Peso Pluma",0.695,0.592,0.032,0.00449,0.000663,0.185,0.482
LA RANGER (feat. Myke Towers),"The Academy: Segunda Misión,Sech,Justin Quiles,Lenny Tavárez,Dalex,Dímelo Flow,Myke Towers",0.827,0.677,0.072,0.0529,0.0,0.402,0.599
NEL,Fuerza Regida,0.69,0.482,0.2,0.523,0.0004,0.0728,0.356
La Diabla,Xavi,0.751,0.819,0.0409,0.255,0.0,0.236,0.697
BUBALU,"Feid,Rema",0.781,0.786,0.0885,0.115,5.88e-06,0.107,0.759
HABLAME CLARO,"Yandel,Feid",0.81,0.487,0.174,0.0914,0.0,0.143,0.647
